"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Game/Stew/Materials/Cel-Shader.Cel-Shader","0","0","6","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Game/Stew/Particles/Bubble_Mat.Bubble_Mat","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Game/Stew/Characters/Carrot/Textures/Carrot_M.Carrot_M","0","0","28","1","0.000000","0","0"
"/Game/Stew/Characters/Leek/Textures/Leek_M.Leek_M","0","0","28","1","0.000000","0","0"
"/Game/Stew/Particles/Flame_Mat.Flame_Mat","0","0","56","1","0.000000","0","0"
"/Game/Stew/Characters/Potato/Potato/Potato_M.Potato_M","0","0","28","1","0.000000","0","0"
"/Game/Stew/Characters/Turnip/Textures/Turnip_M.Turnip_M","0","0","28","1","0.000000","0","0"
"/Game/Stew/Particles/Root/SpiderWeb_mat.SpiderWeb_mat","0","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","14","1","0.000000","0","14"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","34","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","0","24","1","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","232","8","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","116","4","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","108","4","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","64","2","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","200","8","0.000000","0","0"
"/Game/Stew/Materials/Garlic/Garlic_M.Garlic_M","0","23","4","1","18.513803","0","87"
"/Game/Stew/Materials/Salt/Salt_M.Salt_M","0","23","2","1","26.128723","0","263"
"/Game/Stew/Materials/Spoon/SlottedSpoon_M.SlottedSpoon_M","0","23","2","1","26.829693","0","253"
"/Game/Stew/Materials/Cheese/Cheese_M.Cheese_M","0","23","1","1","24.621632","0","235"
"/Game/Stew/Materials/Rolling_Pin/RollingPin_M.RollingPin_M","0","23","8","1","22.887016","0","79"
"/Game/Stew/Materials/Pot/Pot_M.Pot_M","0","23","1","1","25.662058","0","91"
"/Game/Stew/Materials/PepperShaker/Pepper_S.Pepper_S","0","23","4","1","25.510021","0","99"
"/Game/Stew/Materials/PepperCut/PepperCut_M.PepperCut_M","0","23","1","1","26.345987","0","151"
"/Game/Stew/Materials/Pepper/Single/SinglePepper_M.SinglePepper_M","0","23","7","1","25.797266","0","90"
"/Game/Stew/Materials/CuttingBoard/CuttingBoard_M.CuttingBoard_M","0","23","3","1","27.157417","0","143"
"/Game/Stew/Materials/Jar/Jar_M.Jar_M","0","23","2","1","28.398235","0","229"
"/Game/Stew/Materials/Pepper/Chain/PepperChain_M.PepperChain_M","0","23","2","1","28.616127","0","196"
"/Game/Stew/Materials/Laddle/Laddle_M.Laddle_M","0","23","1","1","29.551861","0","185"
"/Game/Stew/Materials/Knife/Knife_M.Knife_M","0","23","2","1","28.649464","0","144"
"/Game/Stew/Materials/Basil/Chain/ChainBasil_M.ChainBasil_M","49","23","5","1","26.431732","0","80"
"/Game/Stew/Materials/Basil/Single/SingleBasil_M.SingleBasil_M","49","23","7","1","20.198713","0","60"
"/Game/Stew/Materials/Book/Book_M.Book_M","49","23","3","1","20.495619","0","60"
"/Game/Stew/Materials/Counter/Counter_M.Counter_M","49","23","3","1","20.294121","0","68"
"/Game/Stew/Materials/FlourSack/FlourSack_M.FlourSack_M","49","23","8","1","19.451685","0","61"
"/Game/Stew/Materials/Garlic/Garlic_M.Garlic_M","49","23","1","1","17.189951","0","153"
"/Game/Stew/Materials/Cheese/Cheese_M.Cheese_M","49","23","1","1","19.712379","0","246"
"/Game/Stew/Materials/CuttingBoard/CuttingBoard_M.CuttingBoard_M","49","23","2","1","17.139116","0","249"
"/Game/Stew/Materials/Jar/Jar_M.Jar_M","49","23","1","1","19.345533","0","254"
"/Game/Stew/Materials/Knife/Knife_M.Knife_M","49","23","1","1","20.273836","0","257"
"/Game/Stew/Materials/Laddle/Laddle_M.Laddle_M","49","23","1","1","18.789249","0","251"
"/Game/Stew/Materials/Pepper/Chain/PepperChain_M.PepperChain_M","49","23","1","1","17.480684","0","153"
"/Game/Stew/Materials/Pepper/Single/SinglePepper_M.SinglePepper_M","49","23","2","1","17.523453","0","139"
"/Game/Stew/Materials/PepperCut/PepperCut_M.PepperCut_M","49","23","1","1","17.547441","0","123"
"/Game/Stew/Materials/PepperShaker/Pepper_S.Pepper_S","49","23","3","1","18.523464","0","148"
"/Game/Stew/Materials/Pot/Pot_M.Pot_M","49","23","1","1","18.498732","0","146"
"/Game/Stew/Materials/Rolling_Pin/RollingPin_M.RollingPin_M","49","23","6","1","19.143925","0","190"
"/Game/Stew/Materials/Salt/Salt_M.Salt_M","49","23","1","1","18.577740","0","171"
"/Game/Stew/Materials/Spoon/SlottedSpoon_M.SlottedSpoon_M","49","23","1","1","17.969467","0","142"
"/Game/Stew/Materials/Stove/Stove_M.Stove_M","49","23","23","1","17.450706","0","24"
"/Game/Stew/Materials/WholeTomato/WholeTomato_M.WholeTomato_M","49","23","23","1","17.693407","0","26"
"/Game/Stew/Materials/BackSplashTIles/BackSplashTIles_M.BackSplashTIles_M","49","23","5","1","17.766886","0","56"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","145","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Game/Stew/Materials/Cel-Shader.Cel-Shader","49","0","6","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","52","1","0.000000","0","0"
"/Game/Stew/Particles/Bubble_Mat.Bubble_Mat","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","60","6","0.000000","0","5"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","900","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","145","1","0.000000","0","0"
"/Game/Stew/Characters/Carrot/Textures/Carrot_M.Carrot_M","49","0","28","1","0.000000","0","0"
"/Game/Stew/Characters/Leek/Textures/Leek_M.Leek_M","49","0","28","1","0.000000","0","0"
"/Game/Stew/Particles/Flame_Mat.Flame_Mat","49","0","60","1","0.000000","0","0"
"/Game/Stew/Characters/Potato/Potato/Potato_M.Potato_M","49","0","28","1","0.000000","0","0"
"/Game/Stew/Characters/Turnip/Textures/Turnip_M.Turnip_M","49","0","28","1","0.000000","0","0"
"/Game/Stew/Particles/Root/SpiderWeb_mat.SpiderWeb_mat","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","0","16","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","0","14","1","0.000000","0","14"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","38","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","0","24","1","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","49","0","248","8","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","124","4","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","108","4","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","64","2","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","49","0","200","8","0.000000","0","0"
